Employee_ID,Review_Quarter,Performance_Score,Manager_Feedback,,
18026,Q1,3,Average,,
18026,Q2,3,Average,,
18026,Q3,3,Average,,
18026,Q4,2,Poor,,
18027,Q1,2,Poor,,
18027,Q2,3,Average,,
18027,Q3,1,Poor,,
18027,Q4,3,Average,,
18028,Q1,5,Excellent,,
18028,Q2,2,Poor,,
18028,Q3,4,Good,,
18028,Q4,4,Good,,
18029,Q1,2,Poor,,
18029,Q2,2,Poor,,
18029,Q3,2,Poor,,
18029,Q4,2,Poor,,
18030,Q1,1,Poor,,
18030,Q2,3,Average,,
18030,Q3,1,Poor,,
18030,Q4,1,Poor,,
18031,Q1,2,Poor,,
18031,Q2,3,Average,,
18031,Q3,5,Excellent,,
18031,Q4,3,Average,,
18032,Q1,3,Average,,
18032,Q2,1,Poor,,
18032,Q3,3,Average,,
18032,Q4,4,Good,,
18033,Q1,2,Poor,,
18033,Q2,3,Average,,
18033,Q3,1,Poor,,
18033,Q4,1,Poor,,
18034,Q1,3,Average,,
18034,Q2,1,Poor,,
18034,Q3,5,Excellent,,
18034,Q4,1,Poor,,
18035,Q1,3,Average,,
18035,Q2,3,Average,,
18035,Q3,2,Poor,,
18035,Q4,4,Good,,
18036,Q1,2,Poor,,
18036,Q2,5,Excellent,,
18036,Q3,3,Average,,
18036,Q4,1,Poor,,
18037,Q1,2,Poor,,
18037,Q2,3,Average,,
18037,Q3,2,Poor,,
18037,Q4,2,Poor,,
18038,Q1,2,Poor,,
18038,Q2,5,Excellent,,
18038,Q3,5,Excellent,,
18038,Q4,4,Good,,
18039,Q1,5,Excellent,,
18039,Q2,3,Average,,
18039,Q3,4,Good,,
18039,Q4,5,Excellent,,
18040,Q1,2,Poor,,
18040,Q2,3,Average,,
18040,Q3,2,Poor,,
18040,Q4,3,Average,,
18041,Q1,5,Excellent,,
18041,Q2,1,Poor,,
18041,Q3,2,Poor,,
18041,Q4,2,Poor,,
18042,Q1,1,Poor,,
18042,Q2,3,Average,,
18042,Q3,5,Excellent,,
18042,Q4,1,Poor,,
18043,Q1,1,Poor,,
18043,Q2,2,Poor,,
18043,Q3,2,Poor,,
18043,Q4,3,Average,,
18044,Q1,1,Poor,,
18044,Q2,4,Good,,
18044,Q3,1,Poor,,
18044,Q4,5,Excellent,,
18045,Q1,1,Poor,,
18045,Q2,1,Poor,,
18045,Q3,4,Good,,
18045,Q4,5,Excellent,,
18046,Q1,5,Excellent,,
18046,Q2,2,Poor,,
18046,Q3,4,Good,,
18046,Q4,4,Good,,
18047,Q1,4,Good,,
18047,Q2,5,Excellent,,
18047,Q3,2,Poor,,
18047,Q4,5,Excellent,,
18048,Q1,4,Good,,
18048,Q2,1,Poor,,
18048,Q3,1,Poor,,
18048,Q4,4,Good,,
18049,Q1,5,Excellent,,
18049,Q2,2,Poor,,
18049,Q3,4,Good,,
18049,Q4,2,Poor,,
18050,Q1,4,Good,,
18050,Q2,4,Good,,
18050,Q3,2,Poor,,
18050,Q4,3,Average,,
18051,Q1,2,Poor,,
18051,Q2,4,Good,,
18051,Q3,3,Average,,
18051,Q4,5,Excellent,,
18052,Q1,4,Good,,
18052,Q2,1,Poor,,
18052,Q3,1,Poor,,
18052,Q4,5,Excellent,,
18053,Q1,3,Average,,
18053,Q2,2,Poor,,
18053,Q3,4,Good,,
18053,Q4,4,Good,,
18054,Q1,5,Excellent,,
18054,Q2,1,Poor,,
18054,Q3,1,Poor,,
18054,Q4,2,Poor,,
18055,Q1,3,Average,,
18055,Q2,4,Good,,
18055,Q3,3,Average,,
18055,Q4,2,Poor,,
18056,Q1,4,Good,,
18056,Q2,1,Poor,,
18056,Q3,4,Good,,
18056,Q4,1,Poor,,
18057,Q1,3,Average,,
18057,Q2,1,Poor,,
18057,Q3,1,Poor,,
18057,Q4,4,Good,,
18058,Q1,1,Poor,,
18058,Q2,5,Excellent,,
18058,Q3,5,Excellent,,
18058,Q4,4,Good,,
18059,Q1,2,Poor,,
18059,Q2,1,Poor,,
18059,Q3,3,Average,,
18059,Q4,2,Poor,,
18060,Q1,4,Good,,
18060,Q2,3,Average,,
18060,Q3,5,Excellent,,
18060,Q4,2,Poor,,
18061,Q1,2,Poor,,
18061,Q2,5,Excellent,,
18061,Q3,1,Poor,,
18061,Q4,3,Average,,
18062,Q1,5,Excellent,,
18062,Q2,5,Excellent,,
18062,Q3,4,Good,,
18062,Q4,5,Excellent,,
18063,Q1,5,Excellent,,
18063,Q2,1,Poor,,
18063,Q3,4,Good,,
18063,Q4,4,Good,,
18064,Q1,1,Poor,,
18064,Q2,1,Poor,,
18064,Q3,3,Average,,
18064,Q4,1,Poor,,
18065,Q1,2,Poor,,
18065,Q2,1,Poor,,
18065,Q3,1,Poor,,
18065,Q4,3,Average,,
18066,Q1,2,Poor,,
18066,Q2,4,Good,,
18066,Q3,4,Good,,
18066,Q4,5,Excellent,,
18067,Q1,1,Poor,,
18067,Q2,4,Good,,
18067,Q3,1,Poor,,
18067,Q4,2,Poor,,
18068,Q1,3,Average,,
18068,Q2,2,Poor,,
18068,Q3,1,Poor,,
18068,Q4,4,Good,,
18069,Q1,3,Average,,
18069,Q2,5,Excellent,,
18069,Q3,3,Average,,
18069,Q4,4,Good,,
18070,Q1,4,Good,,
18070,Q2,3,Average,,
18070,Q3,4,Good,,
18070,Q4,5,Excellent,,
18071,Q1,5,Excellent,,
18071,Q2,3,Average,,
18071,Q3,4,Good,,
18071,Q4,4,Good,,
18072,Q1,3,Average,,
18072,Q2,5,Excellent,,
18072,Q3,4,Good,,
18072,Q4,1,Poor,,
18073,Q1,1,Poor,,
18073,Q2,4,Good,,
18073,Q3,1,Poor,,
18073,Q4,4,Good,,
18074,Q1,4,Good,,
18074,Q2,5,Excellent,,
18074,Q3,1,Poor,,
18074,Q4,4,Good,,
18075,Q1,4,Good,,
18075,Q2,4,Good,,
18075,Q3,1,Poor,,
18075,Q4,3,Average,,
18076,Q1,1,Poor,,
18076,Q2,1,Poor,,
18076,Q3,1,Poor,,
18076,Q4,2,Poor,,
18077,Q1,3,Average,,
18077,Q2,3,Average,,
18077,Q3,2,Poor,,
18077,Q4,4,Good,,
18078,Q1,3,Average,,
18078,Q2,1,Poor,,
18078,Q3,4,Good,,
18078,Q4,3,Average,,
18079,Q1,4,Good,,
18079,Q2,2,Poor,,
18079,Q3,1,Poor,,
18079,Q4,3,Average,,
18080,Q1,3,Average,,
18080,Q2,5,Excellent,,
18080,Q3,5,Excellent,,
18080,Q4,3,Average,,
18081,Q1,3,Average,,
18081,Q2,4,Good,,
18081,Q3,4,Good,,
18081,Q4,5,Excellent,,
18082,Q1,5,Excellent,,
18082,Q2,5,Excellent,,
18082,Q3,4,Good,,
18082,Q4,1,Poor,,
18083,Q1,5,Excellent,,
18083,Q2,4,Good,,
18083,Q3,1,Poor,,
18083,Q4,4,Good,,
18084,Q1,3,Average,,
18084,Q2,5,Excellent,,
18084,Q3,1,Poor,,
18084,Q4,5,Excellent,,
18085,Q1,1,Poor,,
18085,Q2,2,Poor,,
18085,Q3,3,Average,,
18085,Q4,3,Average,,
18086,Q1,2,Poor,,
18086,Q2,2,Poor,,
18086,Q3,1,Poor,,
18086,Q4,3,Average,,
18087,Q1,2,Poor,,
18087,Q2,3,Average,,
18087,Q3,4,Good,,
18087,Q4,4,Good,,
18088,Q1,5,Excellent,,
18088,Q2,3,Average,,
18088,Q3,3,Average,,
18088,Q4,2,Poor,,
18089,Q1,3,Average,,
18089,Q2,5,Excellent,,
18089,Q3,3,Average,,
18089,Q4,2,Poor,,
18090,Q1,3,Average,,
18090,Q2,3,Average,,
18090,Q3,5,Excellent,,
18090,Q4,4,Good,,
18091,Q1,2,Poor,,
18091,Q2,2,Poor,,
18091,Q3,1,Poor,,
18091,Q4,1,Poor,,
18092,Q1,1,Poor,,
18092,Q2,2,Poor,,
18092,Q3,3,Average,,
18092,Q4,2,Poor,,
18093,Q1,5,Excellent,,
18093,Q2,4,Good,,
18093,Q3,3,Average,,
18093,Q4,1,Poor,,
18094,Q1,2,Poor,,
18094,Q2,5,Excellent,,
18094,Q3,5,Excellent,,
18094,Q4,5,Excellent,,
18095,Q1,2,Poor,,
18095,Q2,5,Excellent,,
18095,Q3,1,Poor,,
18095,Q4,1,Poor,,
18096,Q1,1,Poor,,
18096,Q2,5,Excellent,,
18096,Q3,4,Good,,
18096,Q4,5,Excellent,,
18097,Q1,4,Good,,
18097,Q2,2,Poor,,
18097,Q3,3,Average,,
18097,Q4,3,Average,,
18098,Q1,1,Poor,,
18098,Q2,2,Poor,,
18098,Q3,3,Average,,
18098,Q4,4,Good,,
18099,Q1,5,Excellent,,
18099,Q2,4,Good,,
18099,Q3,2,Poor,,
18099,Q4,2,Poor,,
18100,Q1,2,Poor,,
18100,Q2,4,Good,,
18100,Q3,5,Excellent,,
18100,Q4,3,Average,,
18101,Q1,2,Poor,,
18101,Q2,4,Good,,
18101,Q3,2,Poor,,
18101,Q4,5,Excellent,,
18102,Q1,5,Excellent,,
18102,Q2,3,Average,,
18102,Q3,4,Good,,
18102,Q4,1,Poor,,
18103,Q1,5,Excellent,,
18103,Q2,3,Average,,
18103,Q3,5,Excellent,,
18103,Q4,1,Poor,,
18104,Q1,3,Average,,
18104,Q2,4,Good,,
18104,Q3,3,Average,,
18104,Q4,3,Average,,
18105,Q1,2,Poor,,
18105,Q2,5,Excellent,,
18105,Q3,5,Excellent,,
18105,Q4,5,Excellent,,
18106,Q1,2,Poor,,
18106,Q2,3,Average,,
18106,Q3,2,Poor,,
18106,Q4,2,Poor,,
18107,Q1,4,Good,,
18107,Q2,2,Poor,,
18107,Q3,3,Average,,
18107,Q4,4,Good,,
18108,Q1,5,Excellent,,
18108,Q2,2,Poor,,
18108,Q3,2,Poor,,
18108,Q4,1,Poor,,
18109,Q1,4,Good,,
18109,Q2,5,Excellent,,
18109,Q3,2,Poor,,
18109,Q4,3,Average,,
18110,Q1,2,Poor,,
18110,Q2,3,Average,,
18110,Q3,2,Poor,,
18110,Q4,2,Poor,,
18111,Q1,5,Excellent,,
18111,Q2,5,Excellent,,
18111,Q3,2,Poor,,
18111,Q4,2,Poor,,
18112,Q1,3,Average,,
18112,Q2,5,Excellent,,
18112,Q3,5,Excellent,,
18112,Q4,2,Poor,,
18113,Q1,3,Average,,
18113,Q2,2,Poor,,
18113,Q3,2,Poor,,
18113,Q4,3,Average,,
18114,Q1,4,Good,,
18114,Q2,4,Good,,
18114,Q3,4,Good,,
18114,Q4,5,Excellent,,
18115,Q1,1,Poor,,
18115,Q2,5,Excellent,,
18115,Q3,2,Poor,,
18115,Q4,1,Poor,,
18116,Q1,4,Good,,
18116,Q2,4,Good,,
18116,Q3,4,Good,,
18116,Q4,4,Good,,
18117,Q1,4,Good,,
18117,Q2,3,Average,,
18117,Q3,3,Average,,
18117,Q4,2,Poor,,
18118,Q1,4,Good,,
18118,Q2,3,Average,,
18118,Q3,4,Good,,
18118,Q4,4,Good,,
18119,Q1,3,Average,,
18119,Q2,2,Poor,,
18119,Q3,5,Excellent,,
18119,Q4,2,Poor,,
18120,Q1,4,Good,,
18120,Q2,5,Excellent,,
18120,Q3,1,Poor,,
18120,Q4,5,Excellent,,
18121,Q1,1,Poor,,
18121,Q2,2,Poor,,
18121,Q3,2,Poor,,
18121,Q4,3,Average,,
18122,Q1,3,Average,,
18122,Q2,4,Good,,
18122,Q3,5,Excellent,,
18122,Q4,1,Poor,,
18123,Q1,5,Excellent,,
18123,Q2,1,Poor,,
18123,Q3,1,Poor,,
18123,Q4,1,Poor,,
18124,Q1,2,Poor,,
18124,Q2,3,Average,,
18124,Q3,1,Poor,,
18124,Q4,4,Good,,
18125,Q1,1,Poor,,
18125,Q2,2,Poor,,
18125,Q3,1,Poor,,
18125,Q4,5,Excellent,,
18126,Q1,1,Poor,,
18126,Q2,4,Good,,
18126,Q3,3,Average,,
18126,Q4,4,Good,,
18127,Q1,4,Good,,
18127,Q2,3,Average,,
18127,Q3,2,Poor,,
18127,Q4,4,Good,,
18128,Q1,2,Poor,,
18128,Q2,2,Poor,,
18128,Q3,3,Average,,
18128,Q4,2,Poor,,
18129,Q1,3,Average,,
18129,Q2,3,Average,,
18129,Q3,2,Poor,,
18129,Q4,5,Excellent,,
18130,Q1,5,Excellent,,
18130,Q2,1,Poor,,
18130,Q3,4,Good,,
18130,Q4,5,Excellent,,
18131,Q1,1,Poor,,
18131,Q2,5,Excellent,,
18131,Q3,4,Good,,
18131,Q4,5,Excellent,,
18132,Q1,5,Excellent,,
18132,Q2,1,Poor,,
18132,Q3,3,Average,,
18132,Q4,3,Average,,
18133,Q1,1,Poor,,
18133,Q2,2,Poor,,
18133,Q3,5,Excellent,,
18133,Q4,1,Poor,,
18134,Q1,5,Excellent,,
18134,Q2,3,Average,,
18134,Q3,3,Average,,
18134,Q4,3,Average,,
18135,Q1,3,Average,,
18135,Q2,2,Poor,,
18135,Q3,4,Good,,
18135,Q4,4,Good,,
18136,Q1,2,Poor,,
18136,Q2,1,Poor,,
18136,Q3,2,Poor,,
18136,Q4,5,Excellent,,
18137,Q1,3,Average,,
18137,Q2,4,Good,,
18137,Q3,1,Poor,,
18137,Q4,5,Excellent,,
18138,Q1,4,Good,,
18138,Q2,3,Average,,
18138,Q3,2,Poor,,
18138,Q4,2,Poor,,
18139,Q1,4,Good,,
18139,Q2,3,Average,,
18139,Q3,1,Poor,,
18139,Q4,2,Poor,,
18140,Q1,3,Average,,
18140,Q2,4,Good,,
18140,Q3,3,Average,,
18140,Q4,1,Poor,,
18141,Q1,1,Poor,,
18141,Q2,2,Poor,,
18141,Q3,2,Poor,,
18141,Q4,5,Excellent,,
18142,Q1,2,Poor,,
18142,Q2,5,Excellent,,
18142,Q3,1,Poor,,
18142,Q4,1,Poor,,
18143,Q1,4,Good,,
18143,Q2,5,Excellent,,
18143,Q3,2,Poor,,
18143,Q4,4,Good,,
18144,Q1,4,Good,,
18144,Q2,1,Poor,,
18144,Q3,5,Excellent,,
18144,Q4,1,Poor,,
18145,Q1,1,Poor,,
18145,Q2,5,Excellent,,
18145,Q3,2,Poor,,
18145,Q4,1,Poor,,
18146,Q1,4,Good,,
18146,Q2,4,Good,,
18146,Q3,2,Poor,,
18146,Q4,3,Average,,
18147,Q1,1,Poor,,
18147,Q2,5,Excellent,,
18147,Q3,5,Excellent,,
18147,Q4,2,Poor,,
18148,Q1,2,Poor,,
18148,Q2,2,Poor,,
18148,Q3,3,Average,,
18148,Q4,5,Excellent,,
18149,Q1,1,Poor,,
18149,Q2,3,Average,,
18149,Q3,5,Excellent,,
18149,Q4,3,Average,,
18150,Q1,4,Good,,
18150,Q2,5,Excellent,,
18150,Q3,4,Good,,
18150,Q4,2,Poor,,
18151,Q1,1,Poor,,
18151,Q2,3,Average,,
18151,Q3,1,Poor,,
18151,Q4,1,Poor,,
18152,Q1,5,Excellent,,
18152,Q2,3,Average,,
18152,Q3,2,Poor,,
18152,Q4,5,Excellent,,
18153,Q1,1,Poor,,
18153,Q2,1,Poor,,
18153,Q3,3,Average,,
18153,Q4,2,Poor,,
18154,Q1,5,Excellent,,
18154,Q2,2,Poor,,
18154,Q3,1,Poor,,
18154,Q4,5,Excellent,,
18155,Q1,2,Poor,,
18155,Q2,1,Poor,,
18155,Q3,1,Poor,,
18155,Q4,2,Poor,,
18156,Q1,4,Good,,
18156,Q2,1,Poor,,
18156,Q3,1,Poor,,
18156,Q4,4,Good,,
18157,Q1,2,Poor,,
18157,Q2,2,Poor,,
18157,Q3,5,Excellent,,
18157,Q4,2,Poor,,
18158,Q1,5,Excellent,,
18158,Q2,4,Good,,
18158,Q3,1,Poor,,
18158,Q4,1,Poor,,
18159,Q1,5,Excellent,,
18159,Q2,1,Poor,,
18159,Q3,4,Good,,
18159,Q4,5,Excellent,,
18160,Q1,1,Poor,,
18160,Q2,1,Poor,,
18160,Q3,5,Excellent,,
18160,Q4,4,Good,,
18161,Q1,4,Good,,
18161,Q2,1,Poor,,
18161,Q3,3,Average,,
18161,Q4,5,Excellent,,
18162,Q1,1,Poor,,
18162,Q2,5,Excellent,,
18162,Q3,1,Poor,,
18162,Q4,1,Poor,,
18163,Q1,2,Poor,,
18163,Q2,4,Good,,
18163,Q3,1,Poor,,
18163,Q4,3,Average,,
18164,Q1,2,Poor,,
18164,Q2,3,Average,,
18164,Q3,3,Average,,
18164,Q4,2,Poor,,
18165,Q1,4,Good,,
18165,Q2,5,Excellent,,
18165,Q3,5,Excellent,,
18165,Q4,2,Poor,,
18166,Q1,2,Poor,,
18166,Q2,3,Average,,
18166,Q3,2,Poor,,
18166,Q4,1,Poor,,
18167,Q1,1,Poor,,
18167,Q2,5,Excellent,,
18167,Q3,2,Poor,,
18167,Q4,1,Poor,,
18168,Q1,2,Poor,,
18168,Q2,1,Poor,,
18168,Q3,2,Poor,,
18168,Q4,5,Excellent,,
18169,Q1,1,Poor,,
18169,Q2,3,Average,,
18169,Q3,5,Excellent,,
18169,Q4,5,Excellent,,
18170,Q1,1,Poor,,
18170,Q2,3,Average,,
18170,Q3,3,Average,,
18170,Q4,4,Good,,
18171,Q1,4,Good,,
18171,Q2,4,Good,,
18171,Q3,1,Poor,,
18171,Q4,5,Excellent,,
18172,Q1,1,Poor,,
18172,Q2,2,Poor,,
18172,Q3,3,Average,,
18172,Q4,5,Excellent,,
18173,Q1,2,Poor,,
18173,Q2,1,Poor,,
18173,Q3,5,Excellent,,
18173,Q4,3,Average,,
18174,Q1,4,Good,,
18174,Q2,5,Excellent,,
18174,Q3,1,Poor,,
18174,Q4,3,Average,,
18175,Q1,4,Good,,
18175,Q2,4,Good,,
18175,Q3,1,Poor,,
18175,Q4,2,Poor,,
18176,Q1,5,Excellent,,
18176,Q2,5,Excellent,,
18176,Q3,3,Average,,
18176,Q4,3,Average,,
18177,Q1,5,Excellent,,
18177,Q2,3,Average,,
18177,Q3,4,Good,,
18177,Q4,1,Poor,,
18178,Q1,2,Poor,,
18178,Q2,4,Good,,
18178,Q3,5,Excellent,,
18178,Q4,1,Poor,,
18179,Q1,2,Poor,,
18179,Q2,5,Excellent,,
18179,Q3,3,Average,,
18179,Q4,3,Average,,
18180,Q1,2,Poor,,
18180,Q2,1,Poor,,
18180,Q3,4,Good,,
18180,Q4,2,Poor,,
18181,Q1,3,Average,,
18181,Q2,3,Average,,
18181,Q3,4,Good,,
18181,Q4,5,Excellent,,
18182,Q1,5,Excellent,,
18182,Q2,4,Good,,
18182,Q3,5,Excellent,,
18182,Q4,1,Poor,,
18183,Q1,2,Poor,,
18183,Q2,3,Average,,
18183,Q3,1,Poor,,
18183,Q4,1,Poor,,
18184,Q1,5,Excellent,,
18184,Q2,4,Good,,
18184,Q3,1,Poor,,
18184,Q4,2,Poor,,
18185,Q1,2,Poor,,
18185,Q2,3,Average,,
18185,Q3,1,Poor,,
18185,Q4,3,Average,,
18186,Q1,4,Good,,
18186,Q2,3,Average,,
18186,Q3,1,Poor,,
18186,Q4,2,Poor,,
18187,Q1,1,Poor,,
18187,Q2,2,Poor,,
18187,Q3,1,Poor,,
18187,Q4,3,Average,,
18188,Q1,1,Poor,,
18188,Q2,1,Poor,,
18188,Q3,4,Good,,
18188,Q4,4,Good,,
18189,Q1,3,Average,,
18189,Q2,5,Excellent,,
18189,Q3,2,Poor,,
18189,Q4,4,Good,,
18190,Q1,5,Excellent,,
18190,Q2,5,Excellent,,
18190,Q3,4,Good,,
18190,Q4,5,Excellent,,
18191,Q1,2,Poor,,
18191,Q2,2,Poor,,
18191,Q3,4,Good,,
18191,Q4,1,Poor,,
18192,Q1,2,Poor,,
18192,Q2,2,Poor,,
18192,Q3,5,Excellent,,
18192,Q4,3,Average,,
18193,Q1,2,Poor,,
18193,Q2,2,Poor,,
18193,Q3,2,Poor,,
18193,Q4,2,Poor,,
18194,Q1,2,Poor,,
18194,Q2,4,Good,,
18194,Q3,1,Poor,,
18194,Q4,5,Excellent,,
18195,Q1,2,Poor,,
18195,Q2,3,Average,,
18195,Q3,2,Poor,,
18195,Q4,5,Excellent,,
18196,Q1,3,Average,,
18196,Q2,3,Average,,
18196,Q3,1,Poor,,
18196,Q4,3,Average,,
18197,Q1,3,Average,,
18197,Q2,3,Average,,
18197,Q3,4,Good,,
18197,Q4,2,Poor,,
18198,Q1,3,Average,,
18198,Q2,1,Poor,,
18198,Q3,2,Poor,,
18198,Q4,5,Excellent,,
18199,Q1,3,Average,,
18199,Q2,3,Average,,
18199,Q3,5,Excellent,,
18199,Q4,5,Excellent,,
18200,Q1,5,Excellent,,
18200,Q2,3,Average,,
18200,Q3,5,Excellent,,
18200,Q4,5,Excellent,,
18201,Q1,5,Excellent,,
18201,Q2,2,Poor,,
18201,Q3,4,Good,,
18201,Q4,3,Average,,
18202,Q1,5,Excellent,,
18202,Q2,3,Average,,
18202,Q3,2,Poor,,
18202,Q4,3,Average,,
18203,Q1,4,Good,,
18203,Q2,5,Excellent,,
18203,Q3,3,Average,,
18203,Q4,5,Excellent,,
18204,Q1,3,Average,,
18204,Q2,2,Poor,,
18204,Q3,5,Excellent,,
18204,Q4,3,Average,,
18205,Q1,1,Poor,,
18205,Q2,3,Average,,
18205,Q3,5,Excellent,,
18205,Q4,1,Poor,,
18206,Q1,3,Average,,
18206,Q2,2,Poor,,
18206,Q3,4,Good,,
18206,Q4,2,Poor,,
18207,Q1,5,Excellent,,
18207,Q2,3,Average,,
18207,Q3,3,Average,,
18207,Q4,1,Poor,,
18208,Q1,2,Poor,,
18208,Q2,5,Excellent,,
18208,Q3,1,Poor,,
18208,Q4,2,Poor,,
18209,Q1,2,Poor,,
18209,Q2,5,Excellent,,
18209,Q3,1,Poor,,
18209,Q4,4,Good,,
18210,Q1,1,Poor,,
18210,Q2,3,Average,,
18210,Q3,1,Poor,,
18210,Q4,1,Poor,,
18211,Q1,2,Poor,,
18211,Q2,1,Poor,,
18211,Q3,3,Average,,
18211,Q4,1,Poor,,
18212,Q1,4,Good,,
18212,Q2,1,Poor,,
18212,Q3,1,Poor,,
18212,Q4,3,Average,,
18213,Q1,1,Poor,,
18213,Q2,5,Excellent,,
18213,Q3,2,Poor,,
18213,Q4,3,Average,,
18214,Q1,1,Poor,,
18214,Q2,3,Average,,
18214,Q3,4,Good,,
18214,Q4,3,Average,,
18215,Q1,1,Poor,,
18215,Q2,5,Excellent,,
18215,Q3,3,Average,,
18215,Q4,3,Average,,
18216,Q1,5,Excellent,,
18216,Q2,1,Poor,,
18216,Q3,2,Poor,,
18216,Q4,3,Average,,
18217,Q1,4,Good,,
18217,Q2,2,Poor,,
18217,Q3,3,Average,,
18217,Q4,3,Average,,
18218,Q1,1,Poor,,
18218,Q2,2,Poor,,
18218,Q3,1,Poor,,
18218,Q4,5,Excellent,,
18219,Q1,3,Average,,
18219,Q2,2,Poor,,
18219,Q3,4,Good,,
18219,Q4,3,Average,,
18220,Q1,4,Good,,
18220,Q2,4,Good,,
18220,Q3,4,Good,,
18220,Q4,3,Average,,
18221,Q1,3,Average,,
18221,Q2,5,Excellent,,
18221,Q3,5,Excellent,,
18221,Q4,4,Good,,
18222,Q1,5,Excellent,,
18222,Q2,1,Poor,,
18222,Q3,3,Average,,
18222,Q4,4,Good,,
18223,Q1,3,Average,,
18223,Q2,5,Excellent,,
18223,Q3,3,Average,,
18223,Q4,3,Average,,
18224,Q1,5,Excellent,,
18224,Q2,4,Good,,
18224,Q3,4,Good,,
18224,Q4,3,Average,,
18225,Q1,2,Poor,,
18225,Q2,2,Poor,,
18225,Q3,2,Poor,,
18225,Q4,1,Poor,,
18226,Q1,3,Average,,
18226,Q2,3,Average,,
18226,Q3,4,Good,,
18226,Q4,3,Average,,
18227,Q1,5,Excellent,,
18227,Q2,5,Excellent,,
18227,Q3,4,Good,,
18227,Q4,2,Poor,,
18228,Q1,4,Good,,
18228,Q2,1,Poor,,
18228,Q3,2,Poor,,
18228,Q4,4,Good,,
18229,Q1,3,Average,,
18229,Q2,3,Average,,
18229,Q3,2,Poor,,
18229,Q4,3,Average,,
18230,Q1,4,Good,,
18230,Q2,5,Excellent,,
18230,Q3,5,Excellent,,
18230,Q4,4,Good,,
18231,Q1,2,Poor,,
18231,Q2,4,Good,,
18231,Q3,1,Poor,,
18231,Q4,2,Poor,,
18232,Q1,4,Good,,
18232,Q2,5,Excellent,,
18232,Q3,1,Poor,,
18232,Q4,4,Good,,
18233,Q1,1,Poor,,
18233,Q2,2,Poor,,
18233,Q3,3,Average,,
18233,Q4,1,Poor,,
18234,Q1,4,Good,,
18234,Q2,1,Poor,,
18234,Q3,5,Excellent,,
18234,Q4,1,Poor,,
18235,Q1,3,Average,,
18235,Q2,4,Good,,
18235,Q3,2,Poor,,
18235,Q4,1,Poor,,
18236,Q1,3,Average,,
18236,Q2,1,Poor,,
18236,Q3,4,Good,,
18236,Q4,3,Average,,
18237,Q1,1,Poor,,
18237,Q2,4,Good,,
18237,Q3,4,Good,,
18237,Q4,2,Poor,,
18238,Q1,4,Good,,
18238,Q2,1,Poor,,
18238,Q3,3,Average,,
18238,Q4,4,Good,,
18239,Q1,4,Good,,
18239,Q2,5,Excellent,,
18239,Q3,5,Excellent,,
18239,Q4,4,Good,,
18240,Q1,1,Poor,,
18240,Q2,5,Excellent,,
18240,Q3,4,Good,,
18240,Q4,4,Good,,
18241,Q1,5,Excellent,,
18241,Q2,1,Poor,,
18241,Q3,5,Excellent,,
18241,Q4,2,Poor,,
18242,Q1,5,Excellent,,
18242,Q2,2,Poor,,
18242,Q3,5,Excellent,,
18242,Q4,2,Poor,,
18243,Q1,4,Good,,
18243,Q2,1,Poor,,
18243,Q3,3,Average,,
18243,Q4,5,Excellent,,
18244,Q1,3,Average,,
18244,Q2,3,Average,,
18244,Q3,1,Poor,,
18244,Q4,5,Excellent,,
18245,Q1,5,Excellent,,
18245,Q2,4,Good,,
18245,Q3,1,Poor,,
18245,Q4,2,Poor,,
18246,Q1,2,Poor,,
18246,Q2,2,Poor,,
18246,Q3,5,Excellent,,
18246,Q4,1,Poor,,
18247,Q1,4,Good,,
18247,Q2,2,Poor,,
18247,Q3,5,Excellent,,
18247,Q4,4,Good,,
18248,Q1,1,Poor,,
18248,Q2,4,Good,,
18248,Q3,5,Excellent,,
18248,Q4,2,Poor,,
18249,Q1,2,Poor,,
18249,Q2,5,Excellent,,
18249,Q3,3,Average,,
18249,Q4,3,Average,,
18250,Q1,3,Average,,
18250,Q2,1,Poor,,
18250,Q3,3,Average,,
18250,Q4,4,Good,,
18251,Q1,5,Excellent,,
18251,Q2,2,Poor,,
18251,Q3,3,Average,,
18251,Q4,5,Excellent,,
18252,Q1,1,Poor,,
18252,Q2,2,Poor,,
18252,Q3,2,Poor,,
18252,Q4,1,Poor,,
18253,Q1,1,Poor,,
18253,Q2,4,Good,,
18253,Q3,2,Poor,,
18253,Q4,1,Poor,,
18254,Q1,2,Poor,,
18254,Q2,4,Good,,
18254,Q3,5,Excellent,,
18254,Q4,4,Good,,
18255,Q1,1,Poor,,
18255,Q2,3,Average,,
18255,Q3,3,Average,,
18255,Q4,4,Good,,
18256,Q1,5,Excellent,,
18256,Q2,2,Poor,,
18256,Q3,4,Good,,
18256,Q4,4,Good,,
18257,Q1,3,Average,,
18257,Q2,4,Good,,
18257,Q3,1,Poor,,
18257,Q4,4,Good,,
18258,Q1,2,Poor,,
18258,Q2,3,Average,,
18258,Q3,4,Good,,
18258,Q4,4,Good,,
18259,Q1,4,Good,,
18259,Q2,1,Poor,,
18259,Q3,2,Poor,,
18259,Q4,4,Good,,
18260,Q1,1,Poor,,
18260,Q2,3,Average,,
18260,Q3,1,Poor,,
18260,Q4,3,Average,,
18261,Q1,5,Excellent,,
18261,Q2,2,Poor,,
18261,Q3,2,Poor,,
18261,Q4,4,Good,,
