Candidate_ID,Job_Role,Source,Application_Date,Hiring_Status,Joining_Date
60019,Associate,Job Portal,24-08-2024,Rejected,
60020,Manager,Walk-in,10-04-2023,Rejected,
60021,Analyst,LinkedIn,19-03-2023,Unknown,
60022,Intern,LinkedIn,29-06-2024,Unknown,
60023,Manager,Walk-in,21-07-2023,Hired,08-06-2023
60024,Intern,LinkedIn,13-10-2022,Unknown,
60025,Intern,LinkedIn,02-11-2023,Rejected,
60026,Executive,Referral,25-04-2023,Unknown,
60027,Executive,Walk-in,13-08-2024,Unknown,
60028,Intern,Job Portal,14-12-2024,Hired,14-12-2022
60029,Intern,Job Portal,11-04-2024,Rejected,
60030,Analyst,LinkedIn,19-10-2023,Rejected,
60031,Manager,LinkedIn,26-07-2023,Unknown,
60032,Intern,LinkedIn,23-08-2024,Unknown,
60033,Analyst,LinkedIn,13-01-2023,Hired,Pending
60034,Manager,Walk-in,27-04-2023,Hired,Pending
60035,Executive,LinkedIn,04-07-2023,Unknown,
60036,Analyst,Walk-in,19-06-2023,Unknown,
60037,Manager,LinkedIn,08-05-2024,Hired,07-07-2023
60038,Associate,LinkedIn,23-05-2024,Hired,31-10-2024
60039,Executive,Referral,10-10-2025,Rejected,
60040,Executive,Referral,21-03-2023,Unknown,
60041,Executive,Referral,24-09-2024,Rejected,
60042,Manager,Referral,11-10-2025,Rejected,
60043,Manager,Referral,27-10-2022,Rejected,
60044,Manager,LinkedIn,07-10-2025,Hired,Pending
60045,Intern,Walk-in,10-03-2023,Hired,22-12-2023
60046,Intern,LinkedIn,03-06-2024,Hired,Pending
60047,Analyst,Walk-in,17-06-2024,Hired,Pending
60048,Manager,Referral,09-10-2025,Hired,25-10-2023
60049,Associate,Referral,09-08-2024,Hired,24-03-2025
60050,Associate,Referral,01-11-2022,Rejected,
60051,Manager,Job Portal,03-06-2024,Hired,29-01-2025
60052,Manager,Referral,05-06-2025,Rejected,
60053,Associate,Walk-in,03-09-2025,Hired,Pending
60054,Associate,Job Portal,11-03-2024,Rejected,
60055,Analyst,Referral,15-01-2023,Hired,09-05-2025
60056,Executive,LinkedIn,10-09-2023,Unknown,
60057,Executive,Walk-in,03-11-2024,Unknown,
60058,Manager,Referral,14-05-2025,Rejected,
60059,Intern,Walk-in,25-10-2023,Hired,Pending
60060,Analyst,LinkedIn,09-12-2023,Hired,15-09-2023
60061,Associate,Walk-in,30-07-2025,Rejected,
60062,Associate,Job Portal,26-11-2023,Hired,Pending
60063,Analyst,LinkedIn,07-04-2024,Unknown,
60064,Analyst,LinkedIn,06-03-2024,Unknown,
60065,Analyst,Job Portal,22-05-2024,Unknown,
60066,Analyst,Job Portal,02-11-2023,Rejected,
60067,Executive,LinkedIn,28-11-2023,Rejected,
60068,Executive,LinkedIn,02-12-2023,Unknown,
60069,Associate,Walk-in,07-04-2024,Unknown,
60070,Intern,Job Portal,15-01-2024,Hired,04-01-2024
60071,Executive,LinkedIn,28-01-2025,Hired,Pending
60072,Associate,Referral,18-10-2022,Hired,Pending
60073,Analyst,Job Portal,01-05-2024,Hired,13-12-2024
60074,Associate,Walk-in,13-11-2022,Hired,05-09-2025
60075,Analyst,Job Portal,19-09-2023,Unknown,
60076,Intern,Job Portal,05-05-2023,Hired,17-03-2023
60077,Executive,LinkedIn,26-08-2024,Rejected,
60078,Intern,Referral,27-12-2023,Rejected,
60079,Executive,LinkedIn,15-03-2024,Rejected,
60080,Executive,Walk-in,29-11-2023,Unknown,
60081,Executive,Walk-in,04-05-2023,Rejected,
60082,Executive,Job Portal,16-12-2024,Rejected,
60083,Executive,Referral,22-02-2024,Unknown,
60084,Manager,Walk-in,26-09-2023,Rejected,
60085,Associate,LinkedIn,22-11-2023,Rejected,
60086,Analyst,LinkedIn,03-05-2024,Unknown,
60087,Executive,Job Portal,08-09-2023,Rejected,
60088,Associate,LinkedIn,28-09-2025,Unknown,
60089,Intern,Job Portal,22-02-2024,Unknown,
60090,Executive,Job Portal,17-11-2023,Hired,Pending
60091,Executive,Referral,07-03-2024,Unknown,
60092,Intern,Referral,07-12-2022,Rejected,
60093,Manager,LinkedIn,29-03-2024,Hired,30-03-2024
60094,Analyst,LinkedIn,20-08-2025,Rejected,
60095,Associate,Referral,17-11-2022,Rejected,
60096,Analyst,LinkedIn,22-05-2023,Rejected,
60097,Analyst,Walk-in,01-07-2024,Rejected,
60098,Associate,LinkedIn,13-03-2023,Hired,Pending
60099,Executive,Walk-in,29-05-2024,Hired,Pending
60100,Analyst,LinkedIn,16-05-2024,Rejected,
60101,Manager,LinkedIn,07-04-2023,Rejected,
60102,Analyst,Job Portal,08-08-2024,Rejected,
60103,Manager,Job Portal,12-10-2025,Rejected,
60104,Associate,LinkedIn,02-04-2025,Unknown,
60105,Manager,LinkedIn,30-07-2024,Hired,05-05-2023
60106,Intern,Referral,01-05-2024,Hired,11-04-2025
60107,Intern,Walk-in,18-07-2024,Hired,Pending
60108,Analyst,Referral,08-01-2025,Rejected,
60109,Manager,Referral,06-01-2025,Unknown,
60110,Executive,LinkedIn,08-07-2025,Unknown,
60111,Intern,Walk-in,13-06-2025,Rejected,
60112,Executive,Walk-in,23-06-2024,Rejected,
60113,Executive,LinkedIn,10-12-2022,Unknown,
60114,Associate,LinkedIn,31-07-2023,Hired,Pending
60115,Executive,LinkedIn,27-12-2022,Unknown,
60116,Analyst,Job Portal,20-02-2025,Rejected,
60117,Intern,LinkedIn,27-05-2025,Rejected,
60118,Analyst,Job Portal,24-10-2023,Unknown,
60119,Associate,Walk-in,11-07-2023,Rejected,
60120,Analyst,Job Portal,08-11-2024,Hired,Pending
60121,Manager,Referral,28-11-2022,Rejected,
60122,Analyst,Job Portal,23-07-2025,Unknown,
60123,Analyst,Referral,03-08-2023,Unknown,
60124,Intern,Referral,11-01-2025,Hired,Pending
60125,Executive,LinkedIn,02-04-2024,Unknown,
60126,Executive,Job Portal,02-01-2024,Rejected,
60127,Executive,LinkedIn,25-10-2023,Unknown,
60128,Intern,LinkedIn,23-06-2023,Hired,Pending
60129,Associate,Job Portal,11-06-2023,Unknown,
60130,Intern,Walk-in,05-01-2023,Rejected,
60131,Associate,Job Portal,28-10-2024,Hired,29-04-2023
60132,Associate,Job Portal,12-09-2024,Hired,Pending
60133,Executive,LinkedIn,15-01-2023,Unknown,
60134,Manager,Walk-in,09-09-2023,Unknown,
60135,Executive,Referral,03-08-2025,Rejected,
60136,Associate,LinkedIn,19-06-2024,Unknown,
60137,Executive,LinkedIn,20-11-2024,Hired,Pending
60138,Intern,Job Portal,24-11-2022,Unknown,
60139,Executive,Walk-in,01-09-2023,Rejected,
60140,Manager,LinkedIn,01-11-2023,Unknown,
60141,Associate,Job Portal,01-05-2023,Hired,Pending
60142,Associate,Job Portal,14-07-2024,Rejected,
60143,Analyst,Job Portal,08-12-2023,Hired,Pending
60144,Analyst,Job Portal,11-07-2023,Hired,Pending
60145,Executive,LinkedIn,01-08-2025,Hired,31-12-2024
60146,Manager,LinkedIn,19-11-2022,Unknown,
60147,Executive,Job Portal,27-04-2025,Unknown,
60148,Executive,Referral,22-05-2023,Hired,29-08-2025
60149,Intern,Referral,04-12-2024,Hired,21-02-2023
60150,Associate,LinkedIn,13-06-2023,Hired,29-11-2023
60151,Associate,Referral,26-10-2023,Unknown,
60152,Intern,LinkedIn,18-02-2023,Rejected,
60153,Intern,Walk-in,11-09-2025,Unknown,
60154,Intern,Walk-in,10-05-2025,Rejected,
60155,Intern,Job Portal,27-12-2024,Unknown,
60156,Analyst,Walk-in,21-03-2023,Hired,Pending
60157,Manager,Job Portal,11-04-2025,Hired,Pending
60158,Analyst,Referral,16-04-2023,Hired,30-01-2025
60159,Manager,Referral,30-06-2023,Unknown,
60160,Intern,LinkedIn,31-03-2023,Rejected,
60161,Associate,Job Portal,26-05-2025,Hired,26-10-2024
60162,Executive,LinkedIn,18-10-2022,Rejected,
60163,Associate,Walk-in,18-05-2025,Hired,11-05-2024
60164,Analyst,Job Portal,23-04-2025,Rejected,
60165,Executive,Referral,06-04-2023,Hired,Pending
60166,Manager,Walk-in,21-11-2022,Hired,14-09-2023
60167,Intern,LinkedIn,17-12-2022,Rejected,
60168,Manager,LinkedIn,08-02-2023,Unknown,
60169,Analyst,Referral,02-10-2023,Rejected,
60170,Analyst,Job Portal,06-04-2025,Hired,02-09-2024
60171,Associate,Walk-in,09-01-2024,Rejected,
60172,Intern,Job Portal,28-02-2023,Hired,25-02-2023
60173,Intern,Job Portal,17-12-2023,Unknown,
60174,Executive,Walk-in,23-07-2024,Rejected,
60175,Executive,Job Portal,10-06-2025,Hired,Pending
60176,Associate,LinkedIn,29-09-2025,Rejected,
60177,Manager,LinkedIn,06-06-2024,Unknown,
60178,Analyst,LinkedIn,10-07-2024,Unknown,
60179,Manager,LinkedIn,25-11-2023,Rejected,
60180,Associate,Walk-in,25-01-2025,Rejected,
60181,Associate,Referral,03-10-2025,Rejected,
60182,Executive,Job Portal,04-11-2022,Hired,11-12-2022
60183,Manager,Walk-in,06-09-2024,Hired,22-02-2024
60184,Executive,Walk-in,03-09-2023,Unknown,
60185,Analyst,Referral,20-02-2023,Hired,Pending
60186,Executive,Referral,14-12-2023,Unknown,
60187,Associate,Job Portal,04-03-2025,Hired,Pending
60188,Intern,Walk-in,22-10-2024,Rejected,
60189,Analyst,LinkedIn,28-07-2025,Rejected,
60190,Analyst,LinkedIn,13-01-2025,Rejected,
60191,Associate,Referral,31-10-2024,Hired,Pending
60192,Executive,Walk-in,09-11-2022,Rejected,
60193,Analyst,LinkedIn,10-02-2025,Rejected,
60194,Intern,Referral,04-08-2025,Unknown,
60195,Associate,Walk-in,12-08-2024,Unknown,
60196,Manager,Walk-in,11-02-2023,Unknown,
60197,Associate,Job Portal,21-11-2024,Rejected,
60198,Intern,LinkedIn,02-05-2024,Unknown,
60199,Analyst,LinkedIn,31-05-2023,Unknown,
60200,Manager,Referral,11-11-2022,Unknown,
60201,Manager,Walk-in,17-12-2024,Hired,Pending
60202,Analyst,LinkedIn,01-12-2023,Unknown,
60203,Manager,Job Portal,13-06-2023,Rejected,
60204,Manager,Walk-in,31-03-2025,Rejected,
60205,Manager,Referral,05-12-2022,Unknown,
60206,Intern,Job Portal,11-09-2023,Rejected,
60207,Executive,LinkedIn,04-07-2023,Rejected,
60208,Executive,Referral,14-05-2023,Rejected,
60209,Manager,Walk-in,28-11-2023,Hired,Pending
60210,Analyst,LinkedIn,10-05-2025,Unknown,
60211,Intern,Job Portal,30-11-2024,Hired,16-11-2022
60212,Intern,Job Portal,12-05-2025,Rejected,
60213,Manager,LinkedIn,05-09-2025,Rejected,
60214,Analyst,LinkedIn,12-06-2025,Unknown,
60215,Manager,Job Portal,01-08-2023,Rejected,
60216,Intern,Walk-in,12-03-2025,Rejected,
60217,Analyst,Walk-in,27-10-2023,Hired,30-07-2024
60218,Analyst,Job Portal,26-02-2024,Rejected,
60219,Analyst,Walk-in,17-10-2022,Unknown,
60220,Intern,Referral,29-04-2024,Unknown,
60221,Associate,LinkedIn,10-01-2023,Unknown,
60222,Manager,Job Portal,12-08-2025,Hired,01-01-2024
60223,Intern,Walk-in,24-02-2025,Hired,06-11-2023
60224,Analyst,Referral,10-01-2025,Hired,Pending
60225,Intern,Walk-in,06-08-2024,Rejected,
60226,Executive,Walk-in,24-02-2023,Unknown,
60227,Intern,LinkedIn,17-01-2023,Hired,Pending
60228,Manager,Referral,08-12-2023,Rejected,
60229,Analyst,Referral,28-12-2022,Unknown,
60230,Intern,Walk-in,15-02-2023,Unknown,
60231,Analyst,Referral,12-07-2025,Unknown,
60232,Intern,LinkedIn,08-10-2025,Unknown,
60233,Associate,LinkedIn,07-12-2024,Unknown,
60234,Executive,LinkedIn,06-05-2023,Unknown,
60235,Manager,LinkedIn,22-02-2024,Unknown,
60236,Executive,Walk-in,13-09-2023,Hired,Pending
60237,Executive,Referral,09-12-2023,Hired,14-10-2022
60238,Intern,Job Portal,24-01-2023,Hired,Pending
60239,Manager,Walk-in,28-02-2025,Unknown,
60240,Executive,LinkedIn,11-05-2024,Hired,23-05-2024
60241,Associate,Referral,18-02-2024,Unknown,
60242,Associate,Job Portal,04-07-2025,Unknown,
60243,Intern,Job Portal,26-03-2025,Hired,07-06-2023
60244,Analyst,LinkedIn,28-09-2025,Rejected,
60245,Associate,Job Portal,22-01-2024,Hired,Pending
60246,Intern,Referral,05-01-2025,Hired,Pending
60247,Manager,Job Portal,07-11-2023,Unknown,
60248,Analyst,LinkedIn,29-04-2024,Rejected,
60249,Executive,Referral,04-07-2025,Rejected,
60250,Analyst,Walk-in,30-12-2024,Unknown,
60251,Analyst,Job Portal,20-05-2025,Unknown,
60252,Analyst,LinkedIn,02-08-2024,Hired,Pending
60253,Manager,LinkedIn,24-11-2022,Unknown,
60254,Analyst,Referral,15-08-2025,Rejected,
60255,Analyst,LinkedIn,26-07-2025,Unknown,
60256,Manager,LinkedIn,27-03-2024,Rejected,
60257,Analyst,Referral,17-08-2025,Rejected,
60258,Analyst,Referral,06-04-2023,Rejected,
60259,Associate,Job Portal,24-11-2023,Unknown,
60260,Manager,Referral,04-07-2023,Hired,Pending
60261,Analyst,Walk-in,27-02-2025,Hired,08-07-2025
60262,Associate,LinkedIn,12-10-2025,Rejected,
60263,Executive,Job Portal,19-07-2025,Rejected,
60264,Intern,LinkedIn,18-11-2023,Rejected,
60265,Executive,Walk-in,11-03-2025,Hired,13-08-2023
60266,Associate,Walk-in,07-03-2023,Unknown,
60267,Analyst,Referral,23-01-2025,Hired,05-10-2025
60268,Manager,Referral,25-12-2022,Rejected,
60269,Manager,Job Portal,23-03-2023,Hired,16-09-2023
60270,Analyst,LinkedIn,18-04-2023,Rejected,
60271,Analyst,Walk-in,06-08-2024,Unknown,
60272,Executive,Referral,06-01-2024,Rejected,
60273,Intern,Job Portal,10-07-2023,Unknown,
60274,Executive,Job Portal,14-10-2023,Unknown,
60275,Manager,Walk-in,02-04-2025,Hired,Pending
60276,Executive,Referral,30-12-2024,Unknown,
60277,Analyst,LinkedIn,30-01-2024,Hired,Pending
60278,Associate,Walk-in,20-09-2024,Rejected,
60279,Manager,Job Portal,15-10-2024,Rejected,
60280,Analyst,Referral,02-10-2023,Unknown,
60281,Analyst,LinkedIn,12-01-2024,Hired,Pending
60282,Intern,LinkedIn,19-11-2022,Rejected,
60283,Executive,Job Portal,12-11-2023,Unknown,
60284,Analyst,LinkedIn,18-01-2024,Unknown,
60285,Intern,Walk-in,14-10-2024,Hired,31-07-2023
60286,Executive,Referral,30-04-2024,Hired,Pending
60287,Associate,Job Portal,25-11-2024,Hired,Pending
60288,Executive,Walk-in,30-07-2023,Rejected,
60289,Associate,Referral,18-12-2023,Unknown,
60290,Manager,LinkedIn,15-11-2022,Hired,28-04-2024
60291,Analyst,Referral,06-03-2023,Hired,23-09-2025
60292,Intern,LinkedIn,01-08-2025,Hired,16-02-2023
60293,Associate,Walk-in,27-06-2024,Rejected,
60294,Analyst,Job Portal,21-08-2024,Rejected,
60295,Intern,Referral,25-04-2023,Hired,03-03-2024
60296,Intern,LinkedIn,10-10-2023,Hired,07-10-2025
60297,Intern,Job Portal,15-02-2023,Unknown,
60298,Intern,LinkedIn,29-06-2024,Unknown,
60299,Executive,Walk-in,20-08-2023,Rejected,
60300,Executive,Walk-in,12-07-2023,Rejected,
60301,Analyst,Job Portal,26-02-2023,Rejected,
60302,Manager,LinkedIn,19-02-2023,Unknown,
60303,Manager,LinkedIn,19-07-2023,Unknown,
60304,Analyst,LinkedIn,02-05-2023,Rejected,
60305,Associate,LinkedIn,18-06-2025,Unknown,
60306,Intern,LinkedIn,14-02-2023,Hired,09-09-2025
60307,Analyst,LinkedIn,01-06-2025,Hired,29-11-2022
60308,Executive,Referral,16-10-2022,Unknown,
60309,Associate,LinkedIn,24-06-2025,Hired,Pending
60310,Analyst,Job Portal,17-10-2024,Unknown,
60311,Manager,LinkedIn,09-11-2023,Hired,11-04-2025
60312,Manager,Walk-in,30-07-2024,Rejected,
60313,Executive,LinkedIn,24-02-2023,Hired,01-01-2023
60314,Intern,Walk-in,18-03-2025,Hired,Pending
60315,Manager,Walk-in,06-11-2024,Hired,Pending
60316,Executive,Referral,23-02-2025,Hired,13-07-2024
60317,Manager,Referral,03-05-2025,Unknown,
60318,Associate,Referral,13-11-2022,Unknown,
60319,Analyst,LinkedIn,24-04-2024,Unknown,
60320,Analyst,LinkedIn,12-12-2024,Rejected,
60321,Executive,LinkedIn,16-02-2024,Rejected,
60322,Executive,LinkedIn,05-01-2024,Hired,16-07-2025
60323,Associate,LinkedIn,06-10-2025,Rejected,
60324,Analyst,Walk-in,06-09-2024,Unknown,
60325,Analyst,Referral,06-03-2025,Hired,Pending
60326,Associate,LinkedIn,08-03-2025,Rejected,
60327,Executive,Walk-in,08-05-2024,Rejected,
60328,Associate,LinkedIn,28-06-2025,Hired,04-02-2023
60329,Intern,Job Portal,06-05-2025,Rejected,
60330,Executive,Job Portal,07-11-2023,Unknown,
60331,Manager,Referral,23-02-2025,Unknown,
60332,Manager,Referral,25-02-2023,Rejected,
60333,Executive,Walk-in,27-02-2024,Rejected,
60334,Intern,LinkedIn,12-09-2023,Rejected,
60335,Manager,LinkedIn,21-01-2025,Unknown,
60336,Associate,Job Portal,17-09-2024,Unknown,
60337,Executive,LinkedIn,10-10-2023,Unknown,
60338,Associate,Walk-in,16-09-2025,Rejected,
60339,Executive,Referral,22-02-2023,Rejected,
60340,Associate,Walk-in,01-01-2023,Hired,Pending
60341,Manager,Referral,03-02-2023,Rejected,
60342,Executive,LinkedIn,25-04-2023,Hired,31-12-2024
60343,Manager,Referral,19-11-2023,Unknown,
60344,Analyst,Job Portal,15-11-2023,Hired,31-08-2024
60345,Executive,Walk-in,06-11-2022,Unknown,
60346,Executive,Referral,22-10-2023,Rejected,
60347,Intern,Referral,05-01-2024,Unknown,
60348,Executive,LinkedIn,07-07-2023,Unknown,
60349,Intern,Job Portal,03-06-2023,Hired,Pending
60350,Intern,Job Portal,13-10-2022,Rejected,
60351,Executive,LinkedIn,21-10-2023,Unknown,
60352,Manager,Referral,28-01-2023,Rejected,
60353,Intern,Job Portal,19-06-2023,Unknown,
60354,Analyst,LinkedIn,21-10-2024,Rejected,
60355,Analyst,LinkedIn,20-01-2025,Hired,26-04-2024
60356,Analyst,Job Portal,28-07-2025,Hired,01-10-2023
60357,Analyst,LinkedIn,29-07-2024,Unknown,
60358,Analyst,LinkedIn,21-08-2023,Unknown,
60359,Associate,LinkedIn,06-08-2023,Rejected,
60360,Intern,Job Portal,14-04-2025,Unknown,
60361,Intern,Walk-in,17-08-2025,Hired,Pending
60362,Analyst,LinkedIn,23-10-2023,Hired,Pending
60363,Intern,LinkedIn,19-05-2023,Hired,27-03-2025
60364,Intern,LinkedIn,13-09-2023,Hired,11-01-2025
60365,Associate,LinkedIn,21-01-2024,Unknown,
60366,Manager,Walk-in,05-01-2025,Rejected,
60367,Analyst,Job Portal,27-10-2022,Unknown,
60368,Intern,LinkedIn,27-11-2024,Unknown,
60369,Executive,Walk-in,11-10-2024,Unknown,
60370,Manager,Referral,23-07-2024,Rejected,
60371,Intern,Referral,21-06-2024,Hired,Pending
60372,Executive,Referral,19-02-2025,Unknown,
60373,Executive,Walk-in,23-12-2022,Unknown,
60374,Analyst,Job Portal,21-04-2025,Unknown,
60375,Intern,LinkedIn,03-10-2024,Hired,01-01-2023
60376,Manager,Walk-in,27-12-2024,Unknown,
60377,Manager,Referral,16-04-2023,Hired,22-08-2024
60378,Manager,LinkedIn,29-05-2025,Rejected,
60379,Manager,Job Portal,20-06-2023,Hired,23-12-2024
60380,Associate,Walk-in,04-05-2023,Unknown,
60381,Associate,LinkedIn,18-06-2024,Unknown,
60382,Executive,LinkedIn,31-12-2022,Unknown,
60383,Intern,Job Portal,15-02-2023,Hired,11-05-2023
60384,Intern,Referral,30-09-2023,Rejected,
60385,Intern,Referral,27-12-2022,Hired,Pending
60386,Analyst,Referral,19-07-2023,Rejected,
60387,Analyst,Walk-in,29-06-2023,Hired,Pending
60388,Associate,LinkedIn,15-07-2025,Unknown,
60389,Analyst,LinkedIn,13-09-2023,Unknown,
60390,Analyst,Walk-in,16-03-2025,Rejected,
60391,Analyst,Job Portal,21-11-2023,Hired,Pending
60392,Manager,Walk-in,11-08-2025,Rejected,
60393,Analyst,Referral,28-04-2023,Hired,08-10-2023
60394,Analyst,LinkedIn,30-07-2024,Unknown,
60395,Executive,LinkedIn,04-04-2023,Unknown,
60396,Intern,Job Portal,07-01-2023,Unknown,
60397,Manager,Walk-in,04-02-2024,Rejected,
60398,Intern,Walk-in,22-01-2023,Hired,Pending
60399,Analyst,LinkedIn,11-01-2023,Unknown,
60400,Manager,Walk-in,08-03-2024,Rejected,
60401,Associate,Walk-in,05-12-2024,Rejected,
60402,Associate,Job Portal,23-07-2024,Unknown,
60403,Intern,Walk-in,22-04-2023,Unknown,
60404,Intern,Referral,24-03-2025,Hired,Pending
60405,Manager,Job Portal,03-03-2024,Rejected,
60406,Manager,Walk-in,06-03-2025,Rejected,
60407,Executive,Walk-in,15-06-2024,Rejected,
60408,Manager,Job Portal,16-02-2025,Hired,07-10-2023
60409,Intern,Walk-in,22-10-2024,Hired,24-11-2022
60410,Associate,LinkedIn,21-10-2022,Hired,05-12-2024
60411,Executive,Job Portal,30-03-2023,Rejected,
60412,Analyst,Job Portal,10-06-2023,Hired,Pending
60413,Manager,LinkedIn,06-05-2023,Unknown,
60414,Analyst,Walk-in,27-06-2023,Hired,Pending
60415,Analyst,LinkedIn,11-05-2025,Hired,24-10-2022
60416,Executive,LinkedIn,22-10-2022,Unknown,
60417,Executive,Job Portal,10-06-2024,Rejected,
60418,Associate,LinkedIn,27-06-2023,Unknown,
60419,Executive,Walk-in,04-05-2025,Rejected,
60420,Executive,Walk-in,23-05-2025,Hired,12-12-2024
60421,Analyst,LinkedIn,05-07-2024,Rejected,
60422,Executive,Walk-in,08-03-2025,Hired,Pending
60423,Manager,Job Portal,10-04-2023,Hired,Pending
60424,Analyst,Job Portal,06-04-2025,Hired,20-07-2024
60425,Associate,LinkedIn,04-11-2022,Hired,Pending
60426,Manager,Walk-in,12-08-2025,Rejected,
60427,Executive,Job Portal,29-09-2023,Hired,Pending
60428,Executive,Walk-in,07-01-2024,Hired,05-10-2023
60429,Associate,LinkedIn,16-05-2024,Hired,Pending
60430,Analyst,Job Portal,14-10-2023,Rejected,
60431,Intern,Walk-in,21-04-2023,Unknown,
60432,Executive,Walk-in,29-07-2024,Hired,20-12-2022
60433,Analyst,Job Portal,02-02-2025,Hired,Pending
60434,Associate,Referral,11-04-2024,Unknown,
60435,Intern,Referral,30-12-2023,Rejected,
60436,Executive,Job Portal,29-03-2024,Rejected,
60437,Intern,Walk-in,01-06-2023,Rejected,
60438,Manager,Referral,05-06-2024,Hired,Pending
60439,Executive,Referral,04-07-2025,Rejected,
60440,Manager,LinkedIn,20-06-2023,Rejected,
60441,Intern,Walk-in,06-03-2024,Unknown,
60442,Manager,Referral,19-10-2022,Rejected,
60443,Analyst,LinkedIn,16-11-2024,Hired,01-04-2024
60444,Analyst,Walk-in,05-04-2025,Unknown,
60445,Manager,Walk-in,28-05-2023,Hired,30-11-2022
60446,Associate,LinkedIn,03-04-2025,Hired,02-06-2024
60447,Manager,LinkedIn,02-12-2022,Rejected,
60448,Analyst,Job Portal,18-05-2024,Hired,13-06-2023
60449,Manager,Referral,14-06-2023,Rejected,
60450,Manager,Walk-in,13-04-2025,Hired,28-02-2024
60451,Manager,Referral,06-10-2023,Unknown,
60452,Associate,LinkedIn,21-06-2024,Unknown,
60453,Intern,LinkedIn,06-07-2024,Rejected,
60454,Intern,LinkedIn,21-05-2023,Unknown,
60455,Associate,LinkedIn,19-01-2023,Unknown,
60456,Associate,LinkedIn,06-05-2024,Hired,Pending
60457,Intern,Job Portal,15-02-2024,Rejected,
60458,Manager,Job Portal,23-02-2023,Hired,13-08-2025
60459,Associate,Referral,09-02-2023,Unknown,
60460,Executive,Job Portal,19-03-2025,Unknown,
60461,Intern,Job Portal,15-03-2025,Hired,14-03-2025
60462,Analyst,Job Portal,07-06-2024,Hired,03-12-2022
60463,Manager,Walk-in,14-02-2025,Unknown,
60464,Intern,LinkedIn,06-07-2024,Unknown,
60465,Manager,LinkedIn,30-04-2024,Hired,31-07-2024
60466,Manager,Walk-in,25-11-2022,Hired,Pending
60467,Associate,LinkedIn,16-07-2025,Rejected,
60468,Executive,LinkedIn,29-11-2022,Rejected,
60469,Associate,LinkedIn,13-03-2025,Rejected,
60470,Analyst,LinkedIn,30-08-2025,Unknown,
60471,Associate,Job Portal,27-11-2024,Hired,Pending
60472,Executive,Walk-in,12-02-2023,Unknown,
60473,Associate,Walk-in,13-10-2024,Rejected,
60474,Intern,Walk-in,09-11-2023,Rejected,
60475,Executive,LinkedIn,23-09-2024,Hired,09-04-2023
60476,Intern,Job Portal,24-03-2023,Hired,Pending
60477,Manager,LinkedIn,04-12-2024,Hired,26-11-2022
60478,Executive,LinkedIn,06-06-2023,Unknown,
60479,Analyst,LinkedIn,24-07-2023,Hired,Pending
60480,Analyst,LinkedIn,12-05-2024,Unknown,
60481,Manager,LinkedIn,21-04-2024,Unknown,
60482,Associate,Referral,19-10-2022,Unknown,
60483,Associate,LinkedIn,17-02-2025,Rejected,
60484,Executive,LinkedIn,20-01-2023,Rejected,
60485,Manager,Job Portal,23-04-2024,Unknown,
60486,Intern,LinkedIn,19-06-2024,Unknown,
60487,Analyst,Job Portal,22-12-2022,Unknown,
60488,Intern,LinkedIn,07-11-2022,Hired,05-07-2025
60489,Manager,LinkedIn,02-08-2024,Unknown,
60490,Intern,Referral,28-04-2025,Hired,Pending
60491,Executive,Job Portal,04-05-2025,Rejected,
60492,Manager,LinkedIn,20-02-2023,Hired,Pending
60493,Intern,LinkedIn,08-08-2023,Rejected,
60494,Analyst,LinkedIn,23-12-2023,Hired,Pending
60495,Associate,Walk-in,15-01-2024,Rejected,
60496,Analyst,LinkedIn,08-03-2024,Rejected,
60497,Analyst,LinkedIn,22-12-2024,Unknown,
60498,Executive,Walk-in,13-02-2024,Rejected,
60499,Analyst,Walk-in,21-03-2024,Rejected,
60500,Intern,Job Portal,20-07-2024,Hired,18-10-2022
60501,Intern,LinkedIn,30-04-2025,Hired,28-06-2024
60502,Associate,Job Portal,16-10-2024,Hired,Pending
60503,Executive,LinkedIn,10-03-2023,Hired,11-05-2025
60504,Analyst,Walk-in,14-05-2024,Rejected,
60505,Associate,LinkedIn,09-08-2025,Hired,Pending
60506,Analyst,LinkedIn,14-08-2023,Unknown,
60507,Executive,LinkedIn,07-12-2023,Hired,Pending
60508,Analyst,LinkedIn,13-10-2022,Unknown,
60509,Intern,Walk-in,09-06-2023,Hired,Pending
60510,Associate,Job Portal,29-11-2023,Rejected,
60511,Associate,Referral,18-10-2023,Rejected,
60512,Associate,LinkedIn,15-08-2025,Rejected,
60513,Associate,Referral,19-06-2025,Unknown,
60514,Analyst,LinkedIn,25-04-2025,Unknown,
60515,Associate,LinkedIn,11-03-2023,Rejected,
60516,Analyst,Job Portal,19-04-2023,Hired,Pending
60517,Associate,Referral,29-11-2022,Hired,07-05-2025
60518,Intern,Walk-in,28-02-2024,Rejected,
60519,Intern,LinkedIn,20-10-2024,Rejected,
60520,Associate,Walk-in,17-07-2025,Unknown,
60521,Intern,LinkedIn,26-01-2023,Unknown,
60522,Executive,LinkedIn,27-06-2023,Unknown,
60523,Intern,Referral,26-02-2025,Hired,Pending
60524,Analyst,Job Portal,30-07-2023,Hired,Pending
60525,Manager,Walk-in,07-06-2025,Rejected,
60526,Executive,LinkedIn,09-01-2023,Hired,08-01-2023
60527,Associate,LinkedIn,20-11-2023,Rejected,
